sid,season,name,time,latitude,longitude,wmo_wind
,year,,UTC,degrees_north,degrees_east,kts
2023241N10158,2023,KIROGI,2023-09-05T00:00:00Z,31.0,132.1,NaN
2023241N10158,2023,KIROGI,2023-09-05T03:00:00Z,30.9,131.9,NaN
2023241N10158,2023,KIROGI,2023-09-05T06:00:00Z,30.9,132.1,NaN
2023241N10158,2023,KIROGI,2023-09-05T09:00:00Z,31.0,132.2,NaN
2023241N10158,2023,KIROGI,2023-09-05T12:00:00Z,31.2,132.4,NaN
2023241N10158,2023,KIROGI,2023-09-05T15:00:00Z,31.5,132.5,NaN
2023241N10158,2023,KIROGI,2023-09-05T18:00:00Z,31.8,132.7,NaN
2023241N10158,2023,KIROGI,2023-09-05T21:00:00Z,32.0,133.0,NaN
2023241N10158,2023,KIROGI,2023-09-06T00:00:00Z,32.1,133.3,NaN
2023241N10158,2023,KIROGI,2023-09-06T03:00:00Z,32.1,133.7,NaN
2023241N10158,2023,KIROGI,2023-09-06T06:00:00Z,32.0,134.1,NaN
2023241N10158,2023,KIROGI,2023-09-06T09:00:00Z,31.9,134.4,NaN
2023241N10158,2023,KIROGI,2023-09-06T12:00:00Z,31.6,134.4,NaN
2023241N10158,2023,KIROGI,2023-09-06T15:00:00Z,31.3,134.0,NaN
2023241N10158,2023,KIROGI,2023-09-06T18:00:00Z,30.9,133.5,NaN
2023241N10158,2023,KIROGI,2023-09-06T21:00:00Z,30.2,133.3,NaN
2023241N10158,2023,KIROGI,2023-09-07T00:00:00Z,29.5,133.5,NaN
2023241N10158,2023,KIROGI,2023-09-07T03:00:00Z,28.8,134.0,NaN
2023241N10158,2023,KIROGI,2023-09-07T06:00:00Z,28.5,134.8,NaN
2023241N10158,2023,KIROGI,2023-09-07T09:00:00Z,28.7,135.7,NaN
2023241N10158,2023,KIROGI,2023-09-07T12:00:00Z,29.1,136.7,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-04T00:00:00Z,20.3,130.0,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-04T03:00:00Z,20.6,130.2,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-04T06:00:00Z,20.5,130.1,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-04T09:00:00Z,20.7,130.3,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-04T12:00:00Z,20.8,130.5,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-04T15:00:00Z,20.9,130.7,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-04T18:00:00Z,21.1,130.8,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-04T21:00:00Z,21.2,131.0,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-05T00:00:00Z,21.3,131.1,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-05T03:00:00Z,21.6,131.3,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-05T06:00:00Z,22.0,131.5,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-05T09:00:00Z,22.3,131.7,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-05T12:00:00Z,22.7,132.0,35
2023247N20130,2023,YUN-YEUNG,2023-09-05T15:00:00Z,23.4,132.3,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-05T18:00:00Z,24.1,132.7,35
2023247N20130,2023,YUN-YEUNG,2023-09-05T21:00:00Z,24.9,132.9,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-06T00:00:00Z,25.7,133.1,35
2023247N20130,2023,YUN-YEUNG,2023-09-06T03:00:00Z,26.1,133.7,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-06T06:00:00Z,26.6,134.2,40
2023247N20130,2023,YUN-YEUNG,2023-09-06T09:00:00Z,27.1,134.5,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-06T12:00:00Z,27.6,134.7,40
2023247N20130,2023,YUN-YEUNG,2023-09-06T15:00:00Z,28.1,135.2,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-06T18:00:00Z,28.6,135.6,40
2023247N20130,2023,YUN-YEUNG,2023-09-06T21:00:00Z,29.2,136.1,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-07T00:00:00Z,29.8,136.5,40
2023247N20130,2023,YUN-YEUNG,2023-09-07T03:00:00Z,30.3,136.8,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-07T06:00:00Z,30.9,137.0,40
2023247N20130,2023,YUN-YEUNG,2023-09-07T09:00:00Z,31.4,137.1,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-07T12:00:00Z,31.9,137.1,40
2023247N20130,2023,YUN-YEUNG,2023-09-07T15:00:00Z,32.3,137.1,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-07T18:00:00Z,32.6,137.1,40
2023247N20130,2023,YUN-YEUNG,2023-09-07T21:00:00Z,32.7,137.1,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-08T00:00:00Z,32.7,137.2,40
2023247N20130,2023,YUN-YEUNG,2023-09-08T03:00:00Z,32.6,137.3,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-08T06:00:00Z,32.6,137.5,35
2023247N20130,2023,YUN-YEUNG,2023-09-08T09:00:00Z,33.0,137.7,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-08T12:00:00Z,33.6,138.0,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-08T15:00:00Z,33.9,138.2,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-08T18:00:00Z,34.2,138.3,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-08T21:00:00Z,34.5,138.5,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-09T00:00:00Z,34.7,138.6,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-09T03:00:00Z,34.9,138.7,NaN
2023247N20130,2023,YUN-YEUNG,2023-09-09T06:00:00Z,35.1,138.7,NaN
2023266N16116,2023,UNNAMED,2023-09-23T00:00:00Z,15.5,116.1,NaN
2023266N16116,2023,UNNAMED,2023-09-23T03:00:00Z,15.4,116.1,NaN
2023266N16116,2023,UNNAMED,2023-09-23T06:00:00Z,15.4,116.0,NaN
2023266N16116,2023,UNNAMED,2023-09-23T09:00:00Z,15.4,115.7,NaN
2023266N16116,2023,UNNAMED,2023-09-23T12:00:00Z,15.3,115.4,NaN
2023266N16116,2023,UNNAMED,2023-09-23T15:00:00Z,15.2,115.1,NaN
2023266N16116,2023,UNNAMED,2023-09-23T18:00:00Z,15.2,114.7,NaN
2023266N16116,2023,UNNAMED,2023-09-23T21:00:00Z,15.2,114.4,NaN
2023266N16116,2023,UNNAMED,2023-09-24T00:00:00Z,15.1,114.0,NaN
2023266N16116,2023,UNNAMED,2023-09-24T03:00:00Z,14.9,113.4,NaN
2023266N16116,2023,UNNAMED,2023-09-24T06:00:00Z,14.8,112.8,NaN
2023266N16116,2023,UNNAMED,2023-09-24T09:00:00Z,14.8,112.2,NaN
2023266N16116,2023,UNNAMED,2023-09-24T12:00:00Z,14.8,111.6,NaN
2023266N16116,2023,UNNAMED,2023-09-24T15:00:00Z,14.9,111.2,NaN
2023266N16116,2023,UNNAMED,2023-09-24T18:00:00Z,14.9,110.9,NaN
2023266N16116,2023,UNNAMED,2023-09-24T21:00:00Z,14.9,110.7,NaN
2023266N16116,2023,UNNAMED,2023-09-25T00:00:00Z,15.1,110.4,NaN
2023266N16116,2023,UNNAMED,2023-09-25T03:00:00Z,15.5,109.9,NaN
2023266N16116,2023,UNNAMED,2023-09-25T06:00:00Z,15.8,109.4,NaN
2023266N16116,2023,UNNAMED,2023-09-25T09:00:00Z,15.9,108.9,NaN
2023266N16116,2023,UNNAMED,2023-09-25T12:00:00Z,16.0,108.4,NaN
2023266N16116,2023,UNNAMED,2023-09-25T15:00:00Z,16.2,108.0,NaN
2023266N16116,2023,UNNAMED,2023-09-25T18:00:00Z,16.3,107.5,NaN
2023266N16116,2023,UNNAMED,2023-09-25T21:00:00Z,16.3,106.9,NaN
2023266N16116,2023,UNNAMED,2023-09-26T00:00:00Z,16.3,106.3,NaN
2023266N16116,2023,UNNAMED,2023-09-26T03:00:00Z,16.3,105.8,NaN
2023266N16116,2023,UNNAMED,2023-09-26T06:00:00Z,16.4,105.2,NaN
2023266N16116,2023,UNNAMED,2023-09-26T09:00:00Z,16.4,104.7,NaN
2023266N16116,2023,UNNAMED,2023-09-26T12:00:00Z,16.6,104.2,NaN
2023266N16116,2023,UNNAMED,2023-09-26T15:00:00Z,16.8,103.7,NaN
2023266N16116,2023,UNNAMED,2023-09-26T18:00:00Z,17.1,103.3,NaN
2023271N14144,2023,KOINU,2023-09-27T12:00:00Z,14.2,143.8,NaN
2023271N14144,2023,KOINU,2023-09-27T15:00:00Z,14.4,143.6,NaN
2023271N14144,2023,KOINU,2023-09-27T18:00:00Z,14.7,143.1,NaN
2023271N14144,2023,KOINU,2023-09-27T21:00:00Z,15.1,142.2,NaN
2023271N14144,2023,KOINU,2023-09-28T00:00:00Z,15.5,141.2,NaN
2023271N14144,2023,KOINU,2023-09-28T03:00:00Z,15.7,140.5,NaN
2023271N14144,2023,KOINU,2023-09-28T06:00:00Z,15.7,139.9,NaN
2023271N14144,2023,KOINU,2023-09-28T09:00:00Z,15.8,139.1,NaN
2023271N14144,2023,KOINU,2023-09-28T12:00:00Z,15.8,138.5,NaN
2023271N14144,2023,KOINU,2023-09-28T15:00:00Z,15.8,137.8,NaN
2023271N14144,2023,KOINU,2023-09-28T18:00:00Z,15.7,137.2,NaN
2023271N14144,2023,KOINU,2023-09-28T21:00:00Z,15.5,136.5,NaN
2023271N14144,2023,KOINU,2023-09-29T00:00:00Z,15.5,135.9,NaN
2023271N14144,2023,KOINU,2023-09-29T03:00:00Z,15.4,135.6,NaN
2023271N14144,2023,KOINU,2023-09-29T06:00:00Z,15.4,135.2,NaN
2023271N14144,2023,KOINU,2023-09-29T09:00:00Z,15.5,134.8,NaN
2023271N14144,2023,KOINU,2023-09-29T12:00:00Z,15.5,134.3,NaN
2023271N14144,2023,KOINU,2023-09-29T15:00:00Z,15.5,133.4,NaN
2023271N14144,2023,KOINU,2023-09-29T18:00:00Z,15.5,132.6,35
2023271N14144,2023,KOINU,2023-09-29T21:00:00Z,15.4,132.1,NaN
2023271N14144,2023,KOINU,2023-09-30T00:00:00Z,15.4,131.9,35
2023271N14144,2023,KOINU,2023-09-30T03:00:00Z,15.7,131.6,NaN
2023271N14144,2023,KOINU,2023-09-30T06:00:00Z,16.0,131.3,35
2023271N14144,2023,KOINU,2023-09-30T09:00:00Z,16.2,131.0,NaN
2023271N14144,2023,KOINU,2023-09-30T12:00:00Z,16.4,130.7,40
2023271N14144,2023,KOINU,2023-09-30T15:00:00Z,16.6,130.4,NaN
2023271N14144,2023,KOINU,2023-09-30T18:00:00Z,16.9,130.1,45
2023271N14144,2023,KOINU,2023-09-30T21:00:00Z,17.1,129.8,NaN
2023271N14144,2023,KOINU,2023-10-01T00:00:00Z,17.4,129.5,50
2023271N14144,2023,KOINU,2023-10-01T03:00:00Z,17.7,129.1,NaN
2023271N14144,2023,KOINU,2023-10-01T06:00:00Z,17.9,128.9,50
2023271N14144,2023,KOINU,2023-10-01T09:00:00Z,18.1,128.7,NaN
2023271N14144,2023,KOINU,2023-10-01T12:00:00Z,18.3,128.5,55
2023271N14144,2023,KOINU,2023-10-01T15:00:00Z,18.5,128.3,NaN
2023271N14144,2023,KOINU,2023-10-01T18:00:00Z,18.7,128.0,65
2023271N14144,2023,KOINU,2023-10-01T21:00:00Z,18.9,127.7,NaN
2023271N14144,2023,KOINU,2023-10-02T00:00:00Z,19.2,127.3,75
2023271N14144,2023,KOINU,2023-10-02T03:00:00Z,19.4,127.0,NaN
2023271N14144,2023,KOINU,2023-10-02T06:00:00Z,19.6,126.6,80
2023271N14144,2023,KOINU,2023-10-02T09:00:00Z,19.8,126.4,NaN
2023271N14144,2023,KOINU,2023-10-02T12:00:00Z,19.9,126.2,85
2023271N14144,2023,KOINU,2023-10-02T15:00:00Z,20.1,125.9,NaN
2023271N14144,2023,KOINU,2023-10-02T18:00:00Z,20.2,125.5,90
2023271N14144,2023,KOINU,2023-10-02T21:00:00Z,20.3,125.3,NaN
2023271N14144,2023,KOINU,2023-10-03T00:00:00Z,20.5,125.1,90
2023271N14144,2023,KOINU,2023-10-03T03:00:00Z,20.8,125.0,NaN
2023271N14144,2023,KOINU,2023-10-03T06:00:00Z,21.2,124.9,90
2023271N14144,2023,KOINU,2023-10-03T09:00:00Z,21.5,124.8,NaN
2023271N14144,2023,KOINU,2023-10-03T12:00:00Z,21.7,124.6,90
2023271N14144,2023,KOINU,2023-10-03T15:00:00Z,21.9,124.4,NaN
2023271N14144,2023,KOINU,2023-10-03T18:00:00Z,22.0,124.1,85
2023271N14144,2023,KOINU,2023-10-03T21:00:00Z,22.1,123.8,NaN
2023271N14144,2023,KOINU,2023-10-04T00:00:00Z,22.2,123.5,85
2023271N14144,2023,KOINU,2023-10-04T03:00:00Z,22.2,123.1,NaN
2023271N14144,2023,KOINU,2023-10-04T06:00:00Z,22.1,122.7,90
2023271N14144,2023,KOINU,2023-10-04T09:00:00Z,22.1,122.3,NaN
2023271N14144,2023,KOINU,2023-10-04T12:00:00Z,22.0,122.0,90
2023271N14144,2023,KOINU,2023-10-04T15:00:00Z,22.0,121.6,NaN
2023271N14144,2023,KOINU,2023-10-04T18:00:00Z,21.9,121.3,90
2023271N14144,2023,KOINU,2023-10-04T21:00:00Z,21.9,121.1,NaN
2023271N14144,2023,KOINU,2023-10-05T00:00:00Z,22.0,120.8,80
2023271N14144,2023,KOINU,2023-10-05T03:00:00Z,22.0,120.4,NaN
2023271N14144,2023,KOINU,2023-10-05T06:00:00Z,22.1,120.0,70
2023271N14144,2023,KOINU,2023-10-05T09:00:00Z,22.1,119.5,NaN
2023271N14144,2023,KOINU,2023-10-05T12:00:00Z,22.0,119.1,70
2023271N14144,2023,KOINU,2023-10-05T15:00:00Z,22.0,118.7,NaN
2023271N14144,2023,KOINU,2023-10-05T18:00:00Z,21.9,118.4,65
2023271N14144,2023,KOINU,2023-10-05T21:00:00Z,21.9,118.0,NaN
2023271N14144,2023,KOINU,2023-10-06T00:00:00Z,21.8,117.7,75
2023271N14144,2023,KOINU,2023-10-06T03:00:00Z,21.7,117.3,NaN
2023271N14144,2023,KOINU,2023-10-06T06:00:00Z,21.7,116.9,80
2023271N14144,2023,KOINU,2023-10-06T09:00:00Z,21.6,116.6,NaN
2023271N14144,2023,KOINU,2023-10-06T12:00:00Z,21.4,116.3,80
2023271N14144,2023,KOINU,2023-10-06T15:00:00Z,21.3,116.0,NaN
2023271N14144,2023,KOINU,2023-10-06T18:00:00Z,21.2,115.7,85
2023271N14144,2023,KOINU,2023-10-06T21:00:00Z,21.1,115.6,NaN
2023271N14144,2023,KOINU,2023-10-07T00:00:00Z,21.1,115.4,85
2023271N14144,2023,KOINU,2023-10-07T03:00:00Z,21.1,115.3,NaN
2023271N14144,2023,KOINU,2023-10-07T06:00:00Z,21.2,115.2,85
2023271N14144,2023,KOINU,2023-10-07T09:00:00Z,21.2,115.2,NaN
2023271N14144,2023,KOINU,2023-10-07T12:00:00Z,21.3,115.1,80
2023271N14144,2023,KOINU,2023-10-07T15:00:00Z,21.3,115.0,NaN
2023271N14144,2023,KOINU,2023-10-07T18:00:00Z,21.4,114.9,75
2023271N14144,2023,KOINU,2023-10-07T21:00:00Z,21.4,114.8,NaN
2023271N14144,2023,KOINU,2023-10-08T00:00:00Z,21.5,114.6,70
2023271N14144,2023,KOINU,2023-10-08T01:00:00Z,21.5,114.6,NaN
2023271N14144,2023,KOINU,2023-10-08T02:00:00Z,21.5,114.5,NaN
2023271N14144,2023,KOINU,2023-10-08T03:00:00Z,21.5,114.5,NaN
2023271N14144,2023,KOINU,2023-10-08T04:00:00Z,21.6,114.4,NaN
2023271N14144,2023,KOINU,2023-10-08T05:00:00Z,21.6,114.4,NaN
2023271N14144,2023,KOINU,2023-10-08T06:00:00Z,21.6,114.3,70
2023271N14144,2023,KOINU,2023-10-08T07:00:00Z,21.6,114.3,NaN
2023271N14144,2023,KOINU,2023-10-08T08:00:00Z,21.6,114.2,NaN
2023271N14144,2023,KOINU,2023-10-08T09:00:00Z,21.6,114.2,NaN
2023271N14144,2023,KOINU,2023-10-08T10:00:00Z,21.7,114.1,NaN
2023271N14144,2023,KOINU,2023-10-08T11:00:00Z,21.7,114.1,NaN
2023271N14144,2023,KOINU,2023-10-08T12:00:00Z,21.7,114.0,65
2023271N14144,2023,KOINU,2023-10-08T13:00:00Z,21.7,114.0,NaN
2023271N14144,2023,KOINU,2023-10-08T14:00:00Z,21.7,113.9,NaN
2023271N14144,2023,KOINU,2023-10-08T15:00:00Z,21.7,113.8,NaN
2023271N14144,2023,KOINU,2023-10-08T16:00:00Z,21.7,113.8,NaN
2023271N14144,2023,KOINU,2023-10-08T17:00:00Z,21.7,113.7,NaN
2023271N14144,2023,KOINU,2023-10-08T18:00:00Z,21.7,113.7,55
2023271N14144,2023,KOINU,2023-10-08T19:00:00Z,21.7,113.6,NaN
2023271N14144,2023,KOINU,2023-10-08T20:00:00Z,21.7,113.5,NaN
2023271N14144,2023,KOINU,2023-10-08T21:00:00Z,21.7,113.4,NaN
2023271N14144,2023,KOINU,2023-10-08T22:00:00Z,21.7,113.4,NaN
2023271N14144,2023,KOINU,2023-10-08T23:00:00Z,21.7,113.3,NaN
2023271N14144,2023,KOINU,2023-10-09T00:00:00Z,21.7,113.3,45
2023271N14144,2023,KOINU,2023-10-09T03:00:00Z,21.6,113.0,NaN
2023271N14144,2023,KOINU,2023-10-09T06:00:00Z,21.5,112.7,NaN
2023271N14144,2023,KOINU,2023-10-09T09:00:00Z,21.4,112.5,NaN
2023271N14144,2023,KOINU,2023-10-09T12:00:00Z,21.2,112.4,NaN
2023271N14144,2023,KOINU,2023-10-09T15:00:00Z,21.0,112.2,NaN
2023271N14144,2023,KOINU,2023-10-09T18:00:00Z,20.9,111.9,NaN
2023271N14144,2023,KOINU,2023-10-09T21:00:00Z,20.8,111.5,NaN
2023271N14144,2023,KOINU,2023-10-10T00:00:00Z,20.6,111.3,NaN
2023279N08157,2023,BOLAVEN,2023-10-06T00:00:00Z,8.0,156.5,NaN
2023279N08157,2023,BOLAVEN,2023-10-06T03:00:00Z,8.2,156.4,NaN
2023279N08157,2023,BOLAVEN,2023-10-06T06:00:00Z,8.7,156.1,NaN
2023279N08157,2023,BOLAVEN,2023-10-06T09:00:00Z,8.9,155.8,NaN
2023279N08157,2023,BOLAVEN,2023-10-06T12:00:00Z,9.2,155.6,NaN
2023279N08157,2023,BOLAVEN,2023-10-06T15:00:00Z,9.4,155.3,NaN
2023279N08157,2023,BOLAVEN,2023-10-06T18:00:00Z,9.5,155.1,NaN
2023279N08157,2023,BOLAVEN,2023-10-06T21:00:00Z,9.5,154.9,NaN
2023279N08157,2023,BOLAVEN,2023-10-07T00:00:00Z,9.6,154.7,NaN
2023279N08157,2023,BOLAVEN,2023-10-07T03:00:00Z,9.6,154.4,NaN
2023279N08157,2023,BOLAVEN,2023-10-07T06:00:00Z,9.6,154.2,NaN
2023279N08157,2023,BOLAVEN,2023-10-07T09:00:00Z,9.7,154.0,NaN
2023279N08157,2023,BOLAVEN,2023-10-07T12:00:00Z,9.7,153.8,35
2023279N08157,2023,BOLAVEN,2023-10-07T15:00:00Z,9.7,153.6,NaN
2023279N08157,2023,BOLAVEN,2023-10-07T18:00:00Z,9.7,153.4,35
2023279N08157,2023,BOLAVEN,2023-10-07T21:00:00Z,9.7,153.1,NaN
2023279N08157,2023,BOLAVEN,2023-10-08T00:00:00Z,9.7,152.9,35
2023279N08157,2023,BOLAVEN,2023-10-08T03:00:00Z,9.7,152.7,NaN
2023279N08157,2023,BOLAVEN,2023-10-08T06:00:00Z,9.8,152.5,40
2023279N08157,2023,BOLAVEN,2023-10-08T09:00:00Z,9.9,152.2,NaN
2023279N08157,2023,BOLAVEN,2023-10-08T12:00:00Z,10.0,152.0,45
2023279N08157,2023,BOLAVEN,2023-10-08T15:00:00Z,10.2,151.6,NaN
2023279N08157,2023,BOLAVEN,2023-10-08T18:00:00Z,10.3,151.2,50
2023279N08157,2023,BOLAVEN,2023-10-08T21:00:00Z,10.5,150.7,NaN
2023279N08157,2023,BOLAVEN,2023-10-09T00:00:00Z,10.7,150.3,55
2023279N08157,2023,BOLAVEN,2023-10-09T03:00:00Z,11.0,149.8,NaN
2023279N08157,2023,BOLAVEN,2023-10-09T06:00:00Z,11.2,149.3,55
2023279N08157,2023,BOLAVEN,2023-10-09T09:00:00Z,11.5,148.9,NaN
2023279N08157,2023,BOLAVEN,2023-10-09T12:00:00Z,11.9,148.5,55
2023279N08157,2023,BOLAVEN,2023-10-09T15:00:00Z,12.4,148.1,NaN
2023279N08157,2023,BOLAVEN,2023-10-09T18:00:00Z,12.9,147.6,60
2023279N08157,2023,BOLAVEN,2023-10-09T21:00:00Z,13.3,147.0,NaN
2023279N08157,2023,BOLAVEN,2023-10-10T00:00:00Z,13.7,146.5,65
2023279N08157,2023,BOLAVEN,2023-10-10T03:00:00Z,14.0,146.0,NaN
2023279N08157,2023,BOLAVEN,2023-10-10T06:00:00Z,14.3,145.6,70
2023279N08157,2023,BOLAVEN,2023-10-10T09:00:00Z,14.7,145.3,NaN
2023279N08157,2023,BOLAVEN,2023-10-10T12:00:00Z,15.1,145.0,75
2023279N08157,2023,BOLAVEN,2023-10-10T15:00:00Z,15.6,144.7,NaN
2023279N08157,2023,BOLAVEN,2023-10-10T18:00:00Z,16.0,144.5,85
2023279N08157,2023,BOLAVEN,2023-10-10T21:00:00Z,16.5,144.3,NaN
2023279N08157,2023,BOLAVEN,2023-10-11T00:00:00Z,17.1,144.0,100
2023279N08157,2023,BOLAVEN,2023-10-11T03:00:00Z,17.7,143.7,NaN
2023279N08157,2023,BOLAVEN,2023-10-11T06:00:00Z,18.2,143.4,110
2023279N08157,2023,BOLAVEN,2023-10-11T09:00:00Z,18.6,143.2,NaN
2023279N08157,2023,BOLAVEN,2023-10-11T12:00:00Z,18.9,143.0,115
2023279N08157,2023,BOLAVEN,2023-10-11T15:00:00Z,19.3,142.9,NaN
2023279N08157,2023,BOLAVEN,2023-10-11T18:00:00Z,19.7,142.8,115
2023279N08157,2023,BOLAVEN,2023-10-11T21:00:00Z,20.1,142.8,NaN
2023279N08157,2023,BOLAVEN,2023-10-12T00:00:00Z,20.6,143.0,115
2023279N08157,2023,BOLAVEN,2023-10-12T03:00:00Z,21.2,143.1,NaN
2023279N08157,2023,BOLAVEN,2023-10-12T06:00:00Z,21.8,143.4,115
2023279N08157,2023,BOLAVEN,2023-10-12T09:00:00Z,22.2,143.8,NaN
2023279N08157,2023,BOLAVEN,2023-10-12T12:00:00Z,22.7,144.3,115
2023279N08157,2023,BOLAVEN,2023-10-12T15:00:00Z,23.3,144.8,NaN
2023279N08157,2023,BOLAVEN,2023-10-12T18:00:00Z,24.0,145.4,105
2023279N08157,2023,BOLAVEN,2023-10-12T21:00:00Z,24.7,146.1,NaN
2023279N08157,2023,BOLAVEN,2023-10-13T00:00:00Z,25.5,146.9,100
2023279N08157,2023,BOLAVEN,2023-10-13T03:00:00Z,26.3,147.7,NaN
2023279N08157,2023,BOLAVEN,2023-10-13T06:00:00Z,27.2,148.7,95
2023279N08157,2023,BOLAVEN,2023-10-13T09:00:00Z,28.2,149.7,NaN
2023279N08157,2023,BOLAVEN,2023-10-13T12:00:00Z,29.4,150.8,90
2023279N08157,2023,BOLAVEN,2023-10-13T15:00:00Z,30.3,152.0,NaN
2023279N08157,2023,BOLAVEN,2023-10-13T18:00:00Z,31.4,153.3,85
2023279N08157,2023,BOLAVEN,2023-10-13T21:00:00Z,32.7,154.8,NaN
2023279N08157,2023,BOLAVEN,2023-10-14T00:00:00Z,34.2,156.5,80
2023279N08157,2023,BOLAVEN,2023-10-14T03:00:00Z,35.6,158.3,NaN
2023279N08157,2023,BOLAVEN,2023-10-14T06:00:00Z,37.1,160.3,75
2023279N08157,2023,BOLAVEN,2023-10-14T09:00:00Z,38.8,162.5,NaN
2023279N08157,2023,BOLAVEN,2023-10-14T12:00:00Z,40.3,164.6,NaN
2023279N08157,2023,BOLAVEN,2023-10-14T15:00:00Z,41.7,166.5,NaN
2023279N08157,2023,BOLAVEN,2023-10-14T18:00:00Z,42.9,168.2,NaN
2023279N08157,2023,BOLAVEN,2023-10-14T21:00:00Z,43.8,169.8,NaN
2023279N08157,2023,BOLAVEN,2023-10-15T00:00:00Z,44.3,171.4,NaN
2023279N08157,2023,BOLAVEN,2023-10-15T03:00:00Z,44.6,173.0,NaN
2023279N08157,2023,BOLAVEN,2023-10-15T06:00:00Z,44.9,174.9,NaN
2023279N08157,2023,BOLAVEN,2023-10-15T09:00:00Z,45.1,177.0,NaN
2023279N08157,2023,BOLAVEN,2023-10-15T12:00:00Z,45.3,179.3,NaN
2023289N15111,2023,SANBA,2023-10-15T18:00:00Z,14.6,110.5,NaN
2023289N15111,2023,SANBA,2023-10-15T21:00:00Z,14.6,110.6,NaN
2023289N15111,2023,SANBA,2023-10-16T00:00:00Z,14.7,110.7,NaN
2023289N15111,2023,SANBA,2023-10-16T03:00:00Z,14.8,110.8,NaN
2023289N15111,2023,SANBA,2023-10-16T06:00:00Z,14.9,110.9,NaN
2023289N15111,2023,SANBA,2023-10-16T09:00:00Z,15.0,111.0,NaN
2023289N15111,2023,SANBA,2023-10-16T12:00:00Z,15.1,111.1,NaN
2023289N15111,2023,SANBA,2023-10-16T15:00:00Z,15.2,111.0,NaN
2023289N15111,2023,SANBA,2023-10-16T18:00:00Z,15.3,110.8,NaN
2023289N15111,2023,SANBA,2023-10-16T21:00:00Z,15.3,110.7,NaN
2023289N15111,2023,SANBA,2023-10-17T00:00:00Z,15.5,110.6,NaN
2023289N15111,2023,SANBA,2023-10-17T03:00:00Z,15.6,110.4,NaN
2023289N15111,2023,SANBA,2023-10-17T06:00:00Z,15.8,110.3,NaN
2023289N15111,2023,SANBA,2023-10-17T09:00:00Z,15.8,110.2,NaN
2023289N15111,2023,SANBA,2023-10-17T12:00:00Z,16.0,110.1,NaN
2023289N15111,2023,SANBA,2023-10-17T15:00:00Z,16.2,109.9,NaN
2023289N15111,2023,SANBA,2023-10-17T18:00:00Z,16.4,109.8,NaN
2023289N15111,2023,SANBA,2023-10-17T21:00:00Z,16.7,109.7,NaN
2023289N15111,2023,SANBA,2023-10-18T00:00:00Z,17.0,109.5,35
2023289N15111,2023,SANBA,2023-10-18T03:00:00Z,17.3,109.3,NaN
2023289N15111,2023,SANBA,2023-10-18T06:00:00Z,17.6,109.0,35
2023289N15111,2023,SANBA,2023-10-18T09:00:00Z,18.0,108.7,NaN
2023289N15111,2023,SANBA,2023-10-18T12:00:00Z,18.3,108.5,35
2023289N15111,2023,SANBA,2023-10-18T15:00:00Z,18.5,108.5,NaN
2023289N15111,2023,SANBA,2023-10-18T18:00:00Z,18.7,108.5,35
2023289N15111,2023,SANBA,2023-10-18T21:00:00Z,19.0,108.5,NaN
2023289N15111,2023,SANBA,2023-10-19T00:00:00Z,19.3,108.6,35
2023289N15111,2023,SANBA,2023-10-19T03:00:00Z,19.6,108.7,NaN
2023289N15111,2023,SANBA,2023-10-19T06:00:00Z,20.0,108.9,35
2023289N15111,2023,SANBA,2023-10-19T09:00:00Z,20.6,109.1,NaN
2023289N15111,2023,SANBA,2023-10-19T12:00:00Z,21.0,109.2,40
2023289N15111,2023,SANBA,2023-10-19T15:00:00Z,21.2,109.3,NaN
2023289N15111,2023,SANBA,2023-10-19T18:00:00Z,21.3,109.4,35
2023289N15111,2023,SANBA,2023-10-19T21:00:00Z,21.4,109.6,NaN
