sid,season,name,time,latitude,longitude,wmo_wind
,year,,UTC,degrees_north,degrees_east,kts
2022088N09116,2022,UNNAMED,2022-03-29T00:00:00Z,9.4,116.4,NaN
2022088N09116,2022,UNNAMED,2022-03-29T03:00:00Z,9.9,115.9,NaN
2022088N09116,2022,UNNAMED,2022-03-29T06:00:00Z,10.3,115.4,NaN
2022088N09116,2022,UNNAMED,2022-03-29T09:00:00Z,10.6,114.9,NaN
2022088N09116,2022,UNNAMED,2022-03-29T12:00:00Z,10.9,114.3,NaN
2022088N09116,2022,UNNAMED,2022-03-29T15:00:00Z,11.2,113.6,NaN
2022088N09116,2022,UNNAMED,2022-03-29T18:00:00Z,11.4,112.9,NaN
2022088N09116,2022,UNNAMED,2022-03-29T21:00:00Z,11.5,112.2,NaN
2022088N09116,2022,UNNAMED,2022-03-30T00:00:00Z,11.6,111.6,NaN
2022088N09116,2022,UNNAMED,2022-03-30T03:00:00Z,11.8,111.0,NaN
2022088N09116,2022,UNNAMED,2022-03-30T06:00:00Z,11.9,110.5,NaN
2022088N09116,2022,UNNAMED,2022-03-30T09:00:00Z,11.8,110.2,NaN
2022088N09116,2022,UNNAMED,2022-03-30T12:00:00Z,11.7,110.1,NaN
2022088N09116,2022,UNNAMED,2022-03-30T15:00:00Z,12.1,109.9,NaN
2022088N09116,2022,UNNAMED,2022-03-30T18:00:00Z,12.5,109.7,NaN
2022088N09116,2022,UNNAMED,2022-03-30T21:00:00Z,12.7,109.6,NaN
2022088N09116,2022,UNNAMED,2022-03-31T00:00:00Z,12.9,109.3,NaN
2022088N09116,2022,UNNAMED,2022-03-31T03:00:00Z,13.2,108.7,NaN
2022088N09116,2022,UNNAMED,2022-03-31T06:00:00Z,13.5,108.1,NaN
2022088N09116,2022,UNNAMED,2022-03-31T09:00:00Z,13.7,107.5,NaN
2022088N09116,2022,UNNAMED,2022-03-31T12:00:00Z,13.8,107.1,NaN
2022088N09116,2022,UNNAMED,2022-03-31T15:00:00Z,13.9,106.8,NaN
2022088N09116,2022,UNNAMED,2022-03-31T18:00:00Z,14.0,106.6,NaN
2022088N09116,2022,UNNAMED,2022-03-31T21:00:00Z,14.3,106.3,NaN
2022088N09116,2022,UNNAMED,2022-04-01T00:00:00Z,14.7,106.0,NaN
2022088N09116,2022,UNNAMED,2022-04-01T03:00:00Z,15.0,105.5,NaN
2022088N09116,2022,UNNAMED,2022-04-01T06:00:00Z,15.2,104.9,NaN
2022096N03150,2022,MALAKAS,2022-04-06T06:00:00Z,3.4,150.2,NaN
2022096N03150,2022,MALAKAS,2022-04-06T09:00:00Z,3.4,149.9,NaN
2022096N03150,2022,MALAKAS,2022-04-06T12:00:00Z,3.5,149.6,NaN
2022096N03150,2022,MALAKAS,2022-04-06T15:00:00Z,3.4,149.3,NaN
2022096N03150,2022,MALAKAS,2022-04-06T18:00:00Z,3.4,149.1,NaN
2022096N03150,2022,MALAKAS,2022-04-06T21:00:00Z,3.6,148.7,NaN
2022096N03150,2022,MALAKAS,2022-04-07T00:00:00Z,3.7,148.4,NaN
2022096N03150,2022,MALAKAS,2022-04-07T03:00:00Z,3.9,148.0,NaN
2022096N03150,2022,MALAKAS,2022-04-07T06:00:00Z,3.9,147.6,NaN
2022096N03150,2022,MALAKAS,2022-04-07T09:00:00Z,4.0,147.3,NaN
2022096N03150,2022,MALAKAS,2022-04-07T12:00:00Z,4.1,147.1,NaN
2022096N03150,2022,MALAKAS,2022-04-07T15:00:00Z,4.2,146.8,NaN
2022096N03150,2022,MALAKAS,2022-04-07T18:00:00Z,4.4,146.5,NaN
2022096N03150,2022,MALAKAS,2022-04-07T21:00:00Z,4.6,146.3,NaN
2022096N03150,2022,MALAKAS,2022-04-08T00:00:00Z,5.0,146.2,35
2022096N03150,2022,MALAKAS,2022-04-08T03:00:00Z,5.3,146.1,NaN
2022096N03150,2022,MALAKAS,2022-04-08T06:00:00Z,5.6,145.8,35
2022096N03150,2022,MALAKAS,2022-04-08T09:00:00Z,5.9,145.6,NaN
2022096N03150,2022,MALAKAS,2022-04-08T12:00:00Z,6.2,145.3,35
2022096N03150,2022,MALAKAS,2022-04-08T15:00:00Z,6.4,145.0,NaN
2022096N03150,2022,MALAKAS,2022-04-08T18:00:00Z,6.6,144.8,40
2022096N03150,2022,MALAKAS,2022-04-08T21:00:00Z,6.8,144.6,NaN
2022096N03150,2022,MALAKAS,2022-04-09T00:00:00Z,7.1,144.4,40
2022096N03150,2022,MALAKAS,2022-04-09T03:00:00Z,7.3,144.1,NaN
2022096N03150,2022,MALAKAS,2022-04-09T06:00:00Z,7.5,143.6,40
2022096N03150,2022,MALAKAS,2022-04-09T09:00:00Z,7.8,143.2,NaN
2022096N03150,2022,MALAKAS,2022-04-09T12:00:00Z,8.3,142.6,40
2022096N03150,2022,MALAKAS,2022-04-09T15:00:00Z,8.8,142.1,NaN
2022096N03150,2022,MALAKAS,2022-04-09T18:00:00Z,9.4,141.5,40
2022096N03150,2022,MALAKAS,2022-04-09T21:00:00Z,10.0,140.8,NaN
2022096N03150,2022,MALAKAS,2022-04-10T00:00:00Z,10.6,140.0,45
2022096N03150,2022,MALAKAS,2022-04-10T03:00:00Z,11.0,139.4,NaN
2022096N03150,2022,MALAKAS,2022-04-10T06:00:00Z,11.2,138.8,45
2022096N03150,2022,MALAKAS,2022-04-10T09:00:00Z,11.4,138.2,NaN
2022096N03150,2022,MALAKAS,2022-04-10T12:00:00Z,11.6,137.8,50
2022096N03150,2022,MALAKAS,2022-04-10T15:00:00Z,11.8,137.3,NaN
2022096N03150,2022,MALAKAS,2022-04-10T18:00:00Z,11.9,136.9,50
2022096N03150,2022,MALAKAS,2022-04-10T21:00:00Z,12.1,136.6,NaN
2022096N03150,2022,MALAKAS,2022-04-11T00:00:00Z,12.4,136.4,50
2022096N03150,2022,MALAKAS,2022-04-11T03:00:00Z,12.7,136.2,NaN
2022096N03150,2022,MALAKAS,2022-04-11T06:00:00Z,13.2,136.1,50
2022096N03150,2022,MALAKAS,2022-04-11T09:00:00Z,13.6,136.0,NaN
2022096N03150,2022,MALAKAS,2022-04-11T12:00:00Z,14.0,135.8,55
2022096N03150,2022,MALAKAS,2022-04-11T15:00:00Z,14.3,135.7,NaN
2022096N03150,2022,MALAKAS,2022-04-11T18:00:00Z,14.7,135.6,60
2022096N03150,2022,MALAKAS,2022-04-11T21:00:00Z,15.1,135.3,NaN
2022096N03150,2022,MALAKAS,2022-04-12T00:00:00Z,15.4,135.0,65
2022096N03150,2022,MALAKAS,2022-04-12T03:00:00Z,15.6,135.0,NaN
2022096N03150,2022,MALAKAS,2022-04-12T06:00:00Z,15.8,135.1,70
2022096N03150,2022,MALAKAS,2022-04-12T09:00:00Z,15.9,135.2,NaN
2022096N03150,2022,MALAKAS,2022-04-12T12:00:00Z,16.1,135.4,80
2022096N03150,2022,MALAKAS,2022-04-12T15:00:00Z,16.4,135.6,NaN
2022096N03150,2022,MALAKAS,2022-04-12T18:00:00Z,16.7,135.9,80
2022096N03150,2022,MALAKAS,2022-04-12T21:00:00Z,17.0,136.1,NaN
2022096N03150,2022,MALAKAS,2022-04-13T00:00:00Z,17.3,136.4,80
2022096N03150,2022,MALAKAS,2022-04-13T03:00:00Z,17.6,136.7,NaN
2022096N03150,2022,MALAKAS,2022-04-13T06:00:00Z,17.9,137.0,85
2022096N03150,2022,MALAKAS,2022-04-13T09:00:00Z,18.3,137.3,NaN
2022096N03150,2022,MALAKAS,2022-04-13T12:00:00Z,18.9,137.6,85
2022096N03150,2022,MALAKAS,2022-04-13T15:00:00Z,19.3,137.6,NaN
2022096N03150,2022,MALAKAS,2022-04-13T18:00:00Z,19.7,137.5,90
2022096N03150,2022,MALAKAS,2022-04-13T21:00:00Z,20.1,137.7,NaN
2022096N03150,2022,MALAKAS,2022-04-14T00:00:00Z,20.6,138.0,90
2022096N03150,2022,MALAKAS,2022-04-14T03:00:00Z,21.1,138.2,NaN
2022096N03150,2022,MALAKAS,2022-04-14T06:00:00Z,21.7,138.5,90
2022096N03150,2022,MALAKAS,2022-04-14T09:00:00Z,22.1,138.8,NaN
2022096N03150,2022,MALAKAS,2022-04-14T12:00:00Z,22.6,139.1,85
2022096N03150,2022,MALAKAS,2022-04-14T15:00:00Z,23.3,139.6,85
2022096N03150,2022,MALAKAS,2022-04-14T18:00:00Z,24.3,140.1,80
2022096N03150,2022,MALAKAS,2022-04-14T21:00:00Z,25.3,140.4,80
2022096N03150,2022,MALAKAS,2022-04-15T00:00:00Z,26.3,140.7,75
2022096N03150,2022,MALAKAS,2022-04-15T03:00:00Z,27.1,141.1,70
2022096N03150,2022,MALAKAS,2022-04-15T06:00:00Z,27.9,141.8,65
2022096N03150,2022,MALAKAS,2022-04-15T09:00:00Z,29.1,142.7,65
2022096N03150,2022,MALAKAS,2022-04-15T12:00:00Z,30.1,143.8,NaN
2022096N03150,2022,MALAKAS,2022-04-15T15:00:00Z,31.0,145.0,NaN
2022096N03150,2022,MALAKAS,2022-04-15T18:00:00Z,32.2,146.4,NaN
2022096N03150,2022,MALAKAS,2022-04-15T21:00:00Z,33.4,147.9,NaN
2022096N03150,2022,MALAKAS,2022-04-16T00:00:00Z,34.8,149.4,NaN
2022096N03150,2022,MALAKAS,2022-04-16T03:00:00Z,36.3,150.7,NaN
2022096N03150,2022,MALAKAS,2022-04-16T06:00:00Z,37.9,152.2,NaN
2022096N03150,2022,MALAKAS,2022-04-16T09:00:00Z,39.8,153.8,NaN
2022096N03150,2022,MALAKAS,2022-04-16T12:00:00Z,41.7,155.5,NaN
2022096N03150,2022,MALAKAS,2022-04-16T15:00:00Z,43.3,157.0,NaN
2022096N03150,2022,MALAKAS,2022-04-16T18:00:00Z,44.7,158.4,NaN
2022096N03150,2022,MALAKAS,2022-04-16T21:00:00Z,45.7,159.5,NaN
2022096N03150,2022,MALAKAS,2022-04-17T00:00:00Z,46.6,160.9,NaN
2022096N03150,2022,MALAKAS,2022-04-17T03:00:00Z,47.8,163.1,NaN
2022096N03150,2022,MALAKAS,2022-04-17T06:00:00Z,49.0,165.9,NaN
2022096N03150,2022,MALAKAS,2022-04-17T09:00:00Z,50.1,168.8,NaN
2022096N03150,2022,MALAKAS,2022-04-17T12:00:00Z,51.1,172.0,NaN
2022096N03150,2022,MALAKAS,2022-04-17T15:00:00Z,52.1,175.3,NaN
2022096N03150,2022,MALAKAS,2022-04-17T18:00:00Z,52.8,178.5,NaN
2022099N11128,2022,MEGI,2022-04-08T12:00:00Z,10.5,127.5,NaN
2022099N11128,2022,MEGI,2022-04-08T15:00:00Z,10.6,127.3,NaN
2022099N11128,2022,MEGI,2022-04-08T18:00:00Z,10.5,127.2,NaN
2022099N11128,2022,MEGI,2022-04-08T21:00:00Z,10.6,127.1,NaN
2022099N11128,2022,MEGI,2022-04-09T00:00:00Z,10.7,127.1,NaN
2022099N11128,2022,MEGI,2022-04-09T03:00:00Z,10.8,127.0,NaN
2022099N11128,2022,MEGI,2022-04-09T06:00:00Z,10.8,126.8,NaN
2022099N11128,2022,MEGI,2022-04-09T09:00:00Z,10.9,126.6,NaN
2022099N11128,2022,MEGI,2022-04-09T12:00:00Z,10.9,126.4,NaN
2022099N11128,2022,MEGI,2022-04-09T15:00:00Z,10.9,126.3,NaN
2022099N11128,2022,MEGI,2022-04-09T18:00:00Z,10.8,126.1,35
2022099N11128,2022,MEGI,2022-04-09T21:00:00Z,10.8,126.0,NaN
2022099N11128,2022,MEGI,2022-04-10T00:00:00Z,10.8,125.9,40
2022099N11128,2022,MEGI,2022-04-10T03:00:00Z,10.8,125.7,NaN
2022099N11128,2022,MEGI,2022-04-10T06:00:00Z,10.8,125.6,35
2022099N11128,2022,MEGI,2022-04-10T09:00:00Z,10.8,125.4,NaN
2022099N11128,2022,MEGI,2022-04-10T12:00:00Z,10.9,125.3,35
2022099N11128,2022,MEGI,2022-04-10T15:00:00Z,10.9,125.2,NaN
2022099N11128,2022,MEGI,2022-04-10T18:00:00Z,11.0,125.1,35
2022099N11128,2022,MEGI,2022-04-10T21:00:00Z,11.1,125.0,NaN
2022099N11128,2022,MEGI,2022-04-11T00:00:00Z,11.1,124.9,NaN
2022099N11128,2022,MEGI,2022-04-11T03:00:00Z,11.2,124.8,NaN
2022099N11128,2022,MEGI,2022-04-11T06:00:00Z,11.3,124.7,NaN
2022099N11128,2022,MEGI,2022-04-11T09:00:00Z,11.3,124.7,NaN
2022099N11128,2022,MEGI,2022-04-11T12:00:00Z,11.3,124.7,NaN
2022099N11128,2022,MEGI,2022-04-11T15:00:00Z,11.3,124.8,NaN
2022099N11128,2022,MEGI,2022-04-11T18:00:00Z,11.3,124.8,NaN
2022099N11128,2022,MEGI,2022-04-11T21:00:00Z,11.3,124.9,NaN
2022099N11128,2022,MEGI,2022-04-12T00:00:00Z,11.3,124.9,NaN
2022099N11128,2022,MEGI,2022-04-12T03:00:00Z,11.1,125.0,NaN
2022099N11128,2022,MEGI,2022-04-12T06:00:00Z,11.0,125.2,NaN
2022099N11128,2022,MEGI,2022-04-12T09:00:00Z,10.8,125.6,NaN
2022099N11128,2022,MEGI,2022-04-12T12:00:00Z,10.6,126.0,NaN
2022099N11128,2022,MEGI,2022-04-12T15:00:00Z,10.4,126.4,NaN
2022099N11128,2022,MEGI,2022-04-12T18:00:00Z,10.3,126.7,NaN
2022099N11128,2022,MEGI,2022-04-12T21:00:00Z,10.2,127.0,NaN
2022099N11128,2022,MEGI,2022-04-13T00:00:00Z,10.2,127.4,NaN
2022099N11128,2022,MEGI,2022-04-13T03:00:00Z,10.1,127.9,NaN
2022099N11128,2022,MEGI,2022-04-13T06:00:00Z,9.9,128.4,NaN
2022180N15117,2022,CHABA,2022-06-28T18:00:00Z,14.6,116.5,NaN
2022180N15117,2022,CHABA,2022-06-28T21:00:00Z,14.8,116.4,NaN
2022180N15117,2022,CHABA,2022-06-29T00:00:00Z,15.1,116.3,NaN
2022180N15117,2022,CHABA,2022-06-29T03:00:00Z,15.3,116.1,NaN
2022180N15117,2022,CHABA,2022-06-29T06:00:00Z,15.4,116.0,NaN
2022180N15117,2022,CHABA,2022-06-29T09:00:00Z,15.5,115.9,NaN
2022180N15117,2022,CHABA,2022-06-29T12:00:00Z,15.5,115.8,NaN
2022180N15117,2022,CHABA,2022-06-29T15:00:00Z,15.6,115.6,NaN
2022180N15117,2022,CHABA,2022-06-29T18:00:00Z,15.6,115.5,NaN
2022180N15117,2022,CHABA,2022-06-29T21:00:00Z,15.7,115.5,NaN
2022180N15117,2022,CHABA,2022-06-30T00:00:00Z,15.8,115.4,35
2022180N15117,2022,CHABA,2022-06-30T03:00:00Z,16.0,115.4,NaN
2022180N15117,2022,CHABA,2022-06-30T06:00:00Z,16.1,115.4,40
2022180N15117,2022,CHABA,2022-06-30T09:00:00Z,16.5,115.3,NaN
2022180N15117,2022,CHABA,2022-06-30T12:00:00Z,17.0,115.1,45
2022180N15117,2022,CHABA,2022-06-30T15:00:00Z,17.2,114.9,NaN
2022180N15117,2022,CHABA,2022-06-30T18:00:00Z,17.5,114.7,50
2022180N15117,2022,CHABA,2022-06-30T21:00:00Z,17.9,114.4,NaN
2022180N15117,2022,CHABA,2022-07-01T00:00:00Z,18.3,114.1,55
2022180N15117,2022,CHABA,2022-07-01T03:00:00Z,18.6,113.7,NaN
2022180N15117,2022,CHABA,2022-07-01T06:00:00Z,18.9,113.2,55
2022180N15117,2022,CHABA,2022-07-01T09:00:00Z,19.1,113.0,NaN
2022180N15117,2022,CHABA,2022-07-01T12:00:00Z,19.4,112.7,60
2022180N15117,2022,CHABA,2022-07-01T15:00:00Z,19.8,112.4,NaN
2022180N15117,2022,CHABA,2022-07-01T18:00:00Z,20.1,112.1,65
2022180N15117,2022,CHABA,2022-07-01T21:00:00Z,20.3,111.9,NaN
2022180N15117,2022,CHABA,2022-07-01T22:00:00Z,20.4,111.8,NaN
2022180N15117,2022,CHABA,2022-07-01T23:00:00Z,20.5,111.8,NaN
2022180N15117,2022,CHABA,2022-07-02T00:00:00Z,20.6,111.7,70
2022180N15117,2022,CHABA,2022-07-02T01:00:00Z,20.7,111.6,NaN
2022180N15117,2022,CHABA,2022-07-02T02:00:00Z,20.8,111.6,NaN
2022180N15117,2022,CHABA,2022-07-02T03:00:00Z,20.9,111.5,NaN
2022180N15117,2022,CHABA,2022-07-02T06:00:00Z,21.2,111.2,70
2022180N15117,2022,CHABA,2022-07-02T09:00:00Z,21.5,111.0,NaN
2022180N15117,2022,CHABA,2022-07-02T12:00:00Z,21.9,110.8,50
2022180N15117,2022,CHABA,2022-07-02T15:00:00Z,22.3,110.6,NaN
2022180N15117,2022,CHABA,2022-07-02T18:00:00Z,22.6,110.5,45
2022180N15117,2022,CHABA,2022-07-02T21:00:00Z,23.0,110.5,NaN
2022180N15117,2022,CHABA,2022-07-03T00:00:00Z,23.6,110.6,35
2022180N15117,2022,CHABA,2022-07-03T03:00:00Z,24.0,110.6,NaN
2022180N15117,2022,CHABA,2022-07-03T06:00:00Z,24.4,110.6,NaN
2022180N15117,2022,CHABA,2022-07-03T09:00:00Z,24.7,110.7,NaN
2022180N15117,2022,CHABA,2022-07-03T12:00:00Z,24.9,110.8,NaN
2022180N15117,2022,CHABA,2022-07-03T15:00:00Z,25.2,111.0,NaN
2022180N15117,2022,CHABA,2022-07-03T18:00:00Z,25.5,111.2,NaN
2022180N15117,2022,CHABA,2022-07-03T21:00:00Z,25.8,111.5,NaN
2022180N15117,2022,CHABA,2022-07-04T00:00:00Z,26.1,111.7,NaN
2022180N15117,2022,CHABA,2022-07-04T03:00:00Z,26.4,112.0,NaN
2022180N15117,2022,CHABA,2022-07-04T06:00:00Z,26.8,112.2,NaN
2022180N15117,2022,CHABA,2022-07-04T09:00:00Z,27.1,112.4,NaN
2022180N15117,2022,CHABA,2022-07-04T12:00:00Z,27.5,112.8,NaN
2022180N15117,2022,CHABA,2022-07-04T15:00:00Z,28.0,113.1,NaN
2022180N15117,2022,CHABA,2022-07-04T18:00:00Z,28.4,113.4,NaN
2022180N15117,2022,CHABA,2022-07-04T21:00:00Z,29.0,113.8,NaN
2022180N15117,2022,CHABA,2022-07-05T00:00:00Z,29.6,114.0,NaN
2022180N15117,2022,CHABA,2022-07-05T03:00:00Z,30.1,114.2,NaN
2022180N15117,2022,CHABA,2022-07-05T06:00:00Z,30.6,114.5,NaN
2022180N15117,2022,CHABA,2022-07-05T09:00:00Z,31.0,114.7,NaN
2022180N15117,2022,CHABA,2022-07-05T12:00:00Z,31.8,115.1,NaN
2022180N15117,2022,CHABA,2022-07-05T15:00:00Z,32.5,115.3,NaN
2022180N15117,2022,CHABA,2022-07-05T18:00:00Z,33.0,115.5,NaN
2022180N15117,2022,CHABA,2022-07-05T21:00:00Z,33.6,116.0,NaN
2022180N15117,2022,CHABA,2022-07-06T00:00:00Z,34.3,116.7,NaN
2022180N15117,2022,CHABA,2022-07-06T03:00:00Z,35.0,117.3,NaN
2022180N15117,2022,CHABA,2022-07-06T06:00:00Z,35.7,118.1,NaN
2022180N15117,2022,CHABA,2022-07-06T09:00:00Z,36.5,118.8,NaN
2022180N15117,2022,CHABA,2022-07-06T12:00:00Z,37.3,119.5,NaN
2022180N15117,2022,CHABA,2022-07-06T15:00:00Z,38.0,120.1,NaN
2022180N15117,2022,CHABA,2022-07-06T18:00:00Z,38.5,120.7,NaN
2022180N15117,2022,CHABA,2022-07-06T21:00:00Z,38.7,121.2,NaN
2022180N15117,2022,CHABA,2022-07-07T00:00:00Z,38.8,121.8,NaN
2022180N15117,2022,CHABA,2022-07-07T03:00:00Z,38.8,122.2,NaN
2022180N15117,2022,CHABA,2022-07-07T06:00:00Z,38.8,122.8,NaN
2022180N15117,2022,CHABA,2022-07-07T09:00:00Z,38.9,123.4,NaN
2022180N15117,2022,CHABA,2022-07-07T12:00:00Z,39.0,124.0,NaN
2022180N15117,2022,CHABA,2022-07-07T15:00:00Z,39.1,124.4,NaN
2022180N15117,2022,CHABA,2022-07-07T18:00:00Z,39.1,124.8,NaN
2022180N15130,2022,AERE,2022-06-29T00:00:00Z,15.4,130.3,NaN
2022180N15130,2022,AERE,2022-06-29T03:00:00Z,15.9,130.3,NaN
2022180N15130,2022,AERE,2022-06-29T06:00:00Z,16.4,130.3,NaN
2022180N15130,2022,AERE,2022-06-29T09:00:00Z,17.0,130.3,NaN
2022180N15130,2022,AERE,2022-06-29T12:00:00Z,17.5,130.4,NaN
2022180N15130,2022,AERE,2022-06-29T15:00:00Z,17.7,130.7,NaN
2022180N15130,2022,AERE,2022-06-29T18:00:00Z,17.9,131.2,NaN
2022180N15130,2022,AERE,2022-06-29T21:00:00Z,18.1,131.7,NaN
2022180N15130,2022,AERE,2022-06-30T00:00:00Z,18.4,132.0,NaN
2022180N15130,2022,AERE,2022-06-30T03:00:00Z,18.7,131.5,NaN
2022180N15130,2022,AERE,2022-06-30T06:00:00Z,19.0,131.1,NaN
2022180N15130,2022,AERE,2022-06-30T09:00:00Z,19.1,130.9,NaN
2022180N15130,2022,AERE,2022-06-30T12:00:00Z,19.3,131.0,NaN
2022180N15130,2022,AERE,2022-06-30T15:00:00Z,19.5,130.9,NaN
2022180N15130,2022,AERE,2022-06-30T18:00:00Z,19.7,131.0,35
2022180N15130,2022,AERE,2022-06-30T21:00:00Z,19.9,131.0,NaN
2022180N15130,2022,AERE,2022-07-01T00:00:00Z,20.2,131.1,40
2022180N15130,2022,AERE,2022-07-01T03:00:00Z,20.5,131.2,NaN
2022180N15130,2022,AERE,2022-07-01T06:00:00Z,21.0,131.2,40
2022180N15130,2022,AERE,2022-07-01T09:00:00Z,21.5,131.3,NaN
2022180N15130,2022,AERE,2022-07-01T12:00:00Z,22.1,131.3,40
2022180N15130,2022,AERE,2022-07-01T15:00:00Z,22.6,131.3,NaN
2022180N15130,2022,AERE,2022-07-01T18:00:00Z,23.3,131.1,40
2022180N15130,2022,AERE,2022-07-01T21:00:00Z,24.0,130.7,NaN
2022180N15130,2022,AERE,2022-07-02T00:00:00Z,24.7,130.3,40
2022180N15130,2022,AERE,2022-07-02T03:00:00Z,25.3,129.9,NaN
2022180N15130,2022,AERE,2022-07-02T06:00:00Z,25.9,129.4,45
2022180N15130,2022,AERE,2022-07-02T09:00:00Z,26.2,128.7,NaN
2022180N15130,2022,AERE,2022-07-02T12:00:00Z,26.4,128.1,45
2022180N15130,2022,AERE,2022-07-02T14:00:00Z,26.7,127.8,45
2022180N15130,2022,AERE,2022-07-02T15:00:00Z,26.8,127.7,NaN
2022180N15130,2022,AERE,2022-07-02T18:00:00Z,27.3,127.5,40
2022180N15130,2022,AERE,2022-07-02T21:00:00Z,27.6,127.3,NaN
2022180N15130,2022,AERE,2022-07-03T00:00:00Z,27.8,127.2,35
2022180N15130,2022,AERE,2022-07-03T03:00:00Z,28.0,127.1,NaN
2022180N15130,2022,AERE,2022-07-03T06:00:00Z,28.2,126.9,35
2022180N15130,2022,AERE,2022-07-03T09:00:00Z,28.3,126.7,NaN
2022180N15130,2022,AERE,2022-07-03T12:00:00Z,28.5,126.5,35
2022180N15130,2022,AERE,2022-07-03T15:00:00Z,28.9,126.6,NaN
2022180N15130,2022,AERE,2022-07-03T18:00:00Z,29.3,126.8,35
2022180N15130,2022,AERE,2022-07-03T21:00:00Z,29.6,127.1,NaN
2022180N15130,2022,AERE,2022-07-04T00:00:00Z,30.0,127.4,35
2022180N15130,2022,AERE,2022-07-04T03:00:00Z,30.4,127.7,NaN
2022180N15130,2022,AERE,2022-07-04T06:00:00Z,30.9,127.9,35
2022180N15130,2022,AERE,2022-07-04T09:00:00Z,31.2,128.2,NaN
2022180N15130,2022,AERE,2022-07-04T12:00:00Z,31.6,128.7,35
2022180N15130,2022,AERE,2022-07-04T15:00:00Z,32.1,129.0,NaN
2022180N15130,2022,AERE,2022-07-04T18:00:00Z,32.7,129.4,35
2022180N15130,2022,AERE,2022-07-04T20:00:00Z,32.9,129.7,35
2022180N15130,2022,AERE,2022-07-04T21:00:00Z,33.0,130.0,NaN
2022180N15130,2022,AERE,2022-07-05T00:00:00Z,33.2,130.8,NaN
2022180N15130,2022,AERE,2022-07-05T03:00:00Z,33.5,131.8,NaN
2022180N15130,2022,AERE,2022-07-05T06:00:00Z,33.9,132.8,NaN
2022180N15130,2022,AERE,2022-07-05T09:00:00Z,34.1,133.8,NaN
2022180N15130,2022,AERE,2022-07-05T12:00:00Z,34.2,134.9,NaN
2022180N15130,2022,AERE,2022-07-05T15:00:00Z,34.1,136.2,NaN
2022180N15130,2022,AERE,2022-07-05T18:00:00Z,34.0,137.6,NaN
2022180N15130,2022,AERE,2022-07-05T21:00:00Z,34.0,138.8,NaN
2022180N15130,2022,AERE,2022-07-06T00:00:00Z,34.0,140.0,NaN
2022180N15130,2022,AERE,2022-07-06T03:00:00Z,34.1,141.1,NaN
2022180N15130,2022,AERE,2022-07-06T06:00:00Z,34.1,142.0,NaN
2022180N15130,2022,AERE,2022-07-06T09:00:00Z,34.1,142.5,NaN
2022180N15130,2022,AERE,2022-07-06T12:00:00Z,34.1,142.9,NaN
2022180N15130,2022,AERE,2022-07-06T15:00:00Z,34.0,143.5,NaN
2022180N15130,2022,AERE,2022-07-06T18:00:00Z,33.9,144.1,NaN
2022180N15130,2022,AERE,2022-07-06T21:00:00Z,33.9,144.7,NaN
2022180N15130,2022,AERE,2022-07-07T00:00:00Z,33.9,145.3,NaN
2022180N15130,2022,AERE,2022-07-07T03:00:00Z,33.9,145.6,NaN
2022180N15130,2022,AERE,2022-07-07T06:00:00Z,34.0,145.8,NaN
2022180N15130,2022,AERE,2022-07-07T09:00:00Z,34.1,146.0,NaN
2022180N15130,2022,AERE,2022-07-07T12:00:00Z,34.2,146.1,NaN
2022180N15130,2022,AERE,2022-07-07T15:00:00Z,34.5,146.1,NaN
2022180N15130,2022,AERE,2022-07-07T18:00:00Z,34.7,146.0,NaN
2022180N15130,2022,AERE,2022-07-07T21:00:00Z,34.6,145.4,NaN
2022180N15130,2022,AERE,2022-07-08T00:00:00Z,34.4,144.8,NaN
2022180N15130,2022,AERE,2022-07-08T03:00:00Z,34.5,144.8,NaN
2022180N15130,2022,AERE,2022-07-08T06:00:00Z,34.6,144.8,NaN
2022180N15130,2022,AERE,2022-07-08T09:00:00Z,34.5,144.5,NaN
2022180N15130,2022,AERE,2022-07-08T12:00:00Z,34.4,144.3,NaN
2022180N15130,2022,AERE,2022-07-08T15:00:00Z,34.6,144.4,NaN
2022180N15130,2022,AERE,2022-07-08T18:00:00Z,34.9,144.6,NaN
2022180N15130,2022,AERE,2022-07-08T21:00:00Z,35.4,144.7,NaN
2022180N15130,2022,AERE,2022-07-09T00:00:00Z,36.1,144.8,NaN
2022180N15130,2022,AERE,2022-07-09T03:00:00Z,36.8,144.9,NaN
2022180N15130,2022,AERE,2022-07-09T06:00:00Z,37.6,144.8,NaN
2022180N15130,2022,AERE,2022-07-09T09:00:00Z,38.5,144.3,NaN
2022180N15130,2022,AERE,2022-07-09T12:00:00Z,39.2,143.7,NaN
2022180N15130,2022,AERE,2022-07-09T15:00:00Z,39.6,143.4,NaN
2022180N15130,2022,AERE,2022-07-09T18:00:00Z,39.9,143.2,NaN
2022180N15130,2022,AERE,2022-07-09T21:00:00Z,40.4,143.0,NaN
2022180N15130,2022,AERE,2022-07-10T00:00:00Z,40.9,142.8,NaN
2022180N15130,2022,AERE,2022-07-10T03:00:00Z,41.2,142.7,NaN
2022180N15130,2022,AERE,2022-07-10T06:00:00Z,41.4,142.8,NaN
2022180N15130,2022,AERE,2022-07-10T09:00:00Z,41.5,142.9,NaN
2022180N15130,2022,AERE,2022-07-10T12:00:00Z,41.5,143.2,NaN
2022180N15130,2022,AERE,2022-07-10T15:00:00Z,41.6,143.5,NaN
