sid,season,name,forecast_time,latitude,longitude,msw_kmh,cat
25-TC16,2025,PAOLO,2025-10-02 23:00:00,15.6,124.0,95.0,STS
25-TC16,2025,PAOLO,2025-10-03 02:00:00,15.8,124.1,100.0,STS
25-TC16,2025,PAOLO,2025-10-03 05:00:00,16.1,123.6,100.0,STS
25-TC16,2025,PAOLO,2025-10-03 08:00:00,16.4,122.6,110.0,STS
25-TC16,2025,PAOLO,2025-10-03 11:00:00,16.5,122.2,110.0,STS
25-TC16,2025,PAOLO,2025-10-03 14:00:00,16.7,121.2,110.0,STS
25-TC16,2025,PAOLO,2025-10-03 17:00:00,17.2,120.5,100.0,STS
25-TC16,2025,PAOLO,2025-10-03 20:00:00,17.3,119.4,110.0,STS
25-TC16,2025,PAOLO,2025-10-03 23:00:00,17.6,118.6,110.0,STS
25-TC16,2025,PAOLO,2025-10-04 02:00:00,17.7,118.0,120.0,TY
25-TC16,2025,PAOLO,2025-10-04 05:00:00,17.9,117.4,130.0,TY
25-TC16,2025,PAOLO,2025-10-04 08:00:00,18.0,116.5,130.0,TY
25-TC16,2025,PAOLO,2025-10-04 11:00:00,18.2,116.0,120.0,TY
25-TC16,2025,PAOLO,2025-10-04 14:00:00,18.5,115.2,130.0,TY
25-TC16,2025,PAOLO,2025-10-04 17:00:00,18.7,114.7,140.0,TY
25-TC16,2025,PAOLO,2025-10-04 20:00:00,18.9,114.1,130.0,TY
25-TC16,2025,PAOLO,2025-10-04 23:00:00,19.1,113.4,130.0,TY
25-TC16,2025,PAOLO,2025-10-05 02:00:00,19.5,112.6,140.0,TY
25-TC16,2025,PAOLO,2025-10-05 05:00:00,19.6,112.3,150.0,TY
25-TC16,2025,PAOLO,2025-10-05 08:00:00,20.0,111.8,140.0,TY
25-TC16,2025,PAOLO,2025-10-05 11:00:00,20.1,111.1,150.0,TY
25-TC16,2025,PAOLO,2025-10-05 14:00:00,20.5,110.6,130.0,TY
25-TC16,2025,PAOLO,2025-10-05 17:00:00,20.8,110.1,140.0,TY
25-TC16,2025,PAOLO,2025-10-05 20:00:00,21.2,109.6,120.0,TY
25-TC16,2025,PAOLO,2025-10-05 23:00:00,21.0,108.9,120.0,TY
25-TC16,2025,PAOLO,2025-10-06 02:00:00,21.6,108.6,110.0,STS
25-TC16,2025,PAOLO,2025-10-06 05:00:00,21.8,108.2,100.0,STS
25-TC16,2025,PAOLO,2025-10-06 08:00:00,21.3,106.9,120.0,TY
25-TC16,2025,PAOLO,2025-10-06 11:00:00,21.5,106.6,120.0,TY
25-TC16,2025,PAOLO,2025-10-06 14:00:00,21.8,106.7,95.0,STS
25-TC16,2025,PAOLO,2025-10-06 17:00:00,22.3,105.9,85.0,TS
25-TC16,2025,PAOLO,2025-10-06 20:00:00,21.9,106.0,110.0,STS
25-TC17,2025,QUEDAN,2025-10-10 02:00:00,25.4,133.4,75.0,TS
25-TC17,2025,QUEDAN,2025-10-10 08:00:00,26.0,132.7,75.0,TS
25-TC17,2025,QUEDAN,2025-10-10 14:00:00,26.9,132.4,75.0,TS
25-TC17,2025,QUEDAN,2025-10-10 20:00:00,27.0,131.2,85.0,TS
25-TC17,2025,QUEDAN,2025-10-11 02:00:00,27.8,131.5,85.0,TS
25-TC17,2025,QUEDAN,2025-10-11 08:00:00,27.9,130.3,95.0,STS
25-TC18,2025,RAMIL,2025-10-17 14:00:00,14.1,129.4,55.0,TD
25-TC18,2025,RAMIL,2025-10-17 20:00:00,13.1,127.6,65.0,TS
25-TC18,2025,RAMIL,2025-10-18 02:00:00,12.8,127.1,65.0,TS
25-TC18,2025,RAMIL,2025-10-18 05:00:00,13.0,126.5,65.0,TS
25-TC18,2025,RAMIL,2025-10-18 08:00:00,13.0,126.0,65.0,TS
25-TC18,2025,RAMIL,2025-10-18 11:00:00,13.6,125.2,65.0,TS
25-TC18,2025,RAMIL,2025-10-18 14:00:00,13.7,124.8,75.0,TS
25-TC18,2025,RAMIL,2025-10-18 17:00:00,13.9,124.4,75.0,TS
25-TC18,2025,RAMIL,2025-10-18 20:00:00,13.6,124.3,75.0,TS
25-TC18,2025,RAMIL,2025-10-18 23:00:00,14.1,123.3,65.0,TS
25-TC18,2025,RAMIL,2025-10-19 02:00:00,14.7,122.5,,
25-TC18,2025,RAMIL,2025-10-19 05:00:00,15.1,122.0,,
25-TC18,2025,RAMIL,2025-10-19 08:00:00,15.0,121.8,75.0,TS
25-TC18,2025,RAMIL,2025-10-19 11:00:00,15.3,121.2,75.0,TS
25-TC18,2025,RAMIL,2025-10-19 14:00:00,15.5,120.1,65.0,TS
25-TC18,2025,RAMIL,2025-10-19 17:00:00,15.7,119.8,65.0,TS
25-TC18,2025,RAMIL,2025-10-19 20:00:00,16.4,118.8,75.0,TS
25-TC18,2025,RAMIL,2025-10-19 23:00:00,16.2,118.2,75.0,TS
25-TC18,2025,RAMIL,2025-10-20 02:00:00,17.0,117.1,75.0,TS
25-TC18,2025,RAMIL,2025-10-20 05:00:00,17.2,117.8,75.0,TS
25-TC18,2025,RAMIL,2025-10-20 08:00:00,17.1,116.5,85.0,TS
25-TC18,2025,RAMIL,2025-10-20 11:00:00,17.8,115.4,85.0,TS
25-TC18,2025,RAMIL,2025-10-20 14:00:00,18.4,114.8,75.0,TS
25-TC18,2025,RAMIL,2025-10-20 17:00:00,18.3,115.6,85.0,TS
25-TC18,2025,RAMIL,2025-10-20 20:00:00,18.3,114.1,50.0,STS
25-TC18,2025,RAMIL,2025-10-20 23:00:00,18.1,113.7,95.0,STS
25-TC18,2025,RAMIL,2025-10-21 02:00:00,18.2,113.7,85.0,TS
25-TC18,2025,RAMIL,2025-10-21 05:00:00,18.6,114.3,95.0,STS
25-TC18,2025,RAMIL,2025-10-21 08:00:00,17.9,112.6,55.0,STS
25-TC18,2025,RAMIL,2025-10-21 11:00:00,17.8,112.4,100.0,STS
25-TC18,2025,RAMIL,2025-10-21 14:00:00,18.0,112.9,95.0,STS
25-TC18,2025,RAMIL,2025-10-21 17:00:00,18.5,113.6,100.0,STS
25-TC18,2025,RAMIL,2025-10-21 20:00:00,17.2,111.8,55.0,STS
25-TC18,2025,RAMIL,2025-10-21 23:00:00,17.3,111.5,100.0,STS
25-TC18,2025,RAMIL,2025-10-22 02:00:00,17.5,111.9,100.0,STS
25-TC18,2025,RAMIL,2025-10-22 05:00:00,18.2,113.0,100.0,STS
25-TC18,2025,RAMIL,2025-10-22 08:00:00,16.3,110.8,45.0,TS
25-TC18,2025,RAMIL,2025-10-22 11:00:00,16.7,110.6,100.0,STS
25-TC18,2025,RAMIL,2025-10-22 14:00:00,16.6,110.7,95.0,STS
25-TC18,2025,RAMIL,2025-10-22 17:00:00,17.0,112.3,,
25-TC18,2025,RAMIL,2025-10-22 20:00:00,15.4,109.7,40.0,TS
25-TC18,2025,RAMIL,2025-10-22 23:00:00,17.0,111.4,95.0,STS
25-TC18,2025,RAMIL,2025-10-23 02:00:00,15.8,109.7,75.0,TS
25-TC18,2025,RAMIL,2025-10-23 05:00:00,16.8,110.7,95.0,STS
25-TC18,2025,RAMIL,2025-10-23 08:00:00,15.4,109.0,95.0,STS
25-TC18,2025,RAMIL,2025-10-23 11:00:00,15.3,108.5,85.0,TS
25-TC18,2025,RAMIL,2025-10-23 14:00:00,15.0,109.1,55.0,TD
25-TC18,2025,RAMIL,2025-10-23 17:00:00,14.7,109.6,,
25-TC18,2025,RAMIL,2025-10-23 20:00:00,14.8,109.5,85.0,TS
25-TC18,2025,RAMIL,2025-10-23 23:00:00,15.1,109.1,85.0,TS
25-TC18,2025,RAMIL,2025-10-24 02:00:00,15.5,108.6,85.0,TS
25-TC18,2025,RAMIL,2025-10-24 05:00:00,15.3,108.3,85.0,TS
25-TC19,2025,SALOME,2025-10-19 08:00:00,17.8,118.1,55.0,TD
25-TC19,2025,SALOME,2025-10-22 20:00:00,21.1,122.3,55.0,TD
25-TC19,2025,SALOME,2025-10-22 23:00:00,20.8,122.0,55.0,TD
25-TC19,2025,SALOME,2025-10-23 02:00:00,20.6,121.8,55.0,TD
25-TC19,2025,SALOME,2025-10-23 05:00:00,20.2,121.4,55.0,TD
25-TC19,2025,SALOME,2025-10-23 08:00:00,19.9,121.1,55.0,TD
25-TC19,2025,SALOME,2025-10-23 11:00:00,19.4,120.5,55.0,TD
25-TC19,2025,SALOME,2025-10-23 14:00:00,19.1,120.2,55.0,TD
25-TC19,2025,SALOME,2025-10-23 17:00:00,18.7,120.0,45.0,TD
25-TC19,2025,SALOME,2025-10-23 20:00:00,18.3,119.3,45.0,TD
25-TC19,2025,SALOME,2025-10-23 23:00:00,18.3,118.8,55.0,TD
25-TC19,2025,SALOME,2025-10-24 02:00:00,17.5,117.8,,
25-TC19,2025,SALOME,2025-10-24 05:00:00,17.0,117.7,,
25-TC19,2025,SALOME,2025-10-24 08:00:00,16.7,117.1,,
25-TC19,2025,SALOME,2025-10-24 11:00:00,17.0,116.6,,
25-TC19,2025,SALOME,2025-10-24 20:00:00,17.3,116.7,,
25-TC19,2025,SALOME,2025-10-24 23:00:00,17.2,116.4,,
25-TC20,2025,TINO,2025-11-02 20:00:00,11.2,132.3,100.0,STS
25-TC20,2025,TINO,2025-11-03 02:00:00,11.3,130.5,110.0,STS
25-TC20,2025,TINO,2025-11-03 08:00:00,11.0,129.1,120.0,TY
25-TC20,2025,TINO,2025-11-03 14:00:00,10.6,128.1,130.0,TY
25-TC20,2025,TINO,2025-11-03 17:00:00,10.4,127.2,130.0,TY
25-TC20,2025,TINO,2025-11-03 20:00:00,10.2,125.9,155.0,TY
25-TC20,2025,TINO,2025-11-04 02:00:00,10.4,124.5,150.0,TY
25-TC20,2025,TINO,2025-11-04 05:00:00,10.6,123.8,140.0,TY
25-TC20,2025,TINO,2025-11-04 08:00:00,10.6,123.0,150.0,TY
25-TC20,2025,TINO,2025-11-04 11:00:00,10.7,122.2,140.0,TY
25-TC20,2025,TINO,2025-11-04 14:00:00,10.9,121.8,140.0,TY
25-TC20,2025,TINO,2025-11-04 17:00:00,11.2,121.7,140.0,TY
25-TC20,2025,TINO,2025-11-04 20:00:00,11.0,120.9,140.0,TY
25-TC20,2025,TINO,2025-11-04 23:00:00,11.1,120.3,140.0,TY
25-TC20,2025,TINO,2025-11-05 02:00:00,11.2,120.0,140.0,TY
25-TC20,2025,TINO,2025-11-05 05:00:00,11.4,119.4,140.0,TY
25-TC20,2025,TINO,2025-11-05 08:00:00,11.4,119.0,130.0,TY
25-TC20,2025,TINO,2025-11-05 11:00:00,11.4,118.5,130.0,TY
25-TC20,2025,TINO,2025-11-05 14:00:00,11.7,117.8,130.0,TY
25-TC20,2025,TINO,2025-11-05 17:00:00,11.9,117.2,130.0,TY
25-TC20,2025,TINO,2025-11-05 20:00:00,12.2,116.3,140.0,TY
25-TC20,2025,TINO,2025-11-05 23:00:00,12.3,115.9,140.0,TY
25-TC20,2025,TINO,2025-11-06 02:00:00,13.0,114.6,155.0,TY
25-TC20,2025,TINO,2025-11-06 05:00:00,12.7,114.4,140.0,TY
25-TC20,2025,TINO,2025-11-06 08:00:00,13.2,113.0,155.0,TY
25-TC20,2025,TINO,2025-11-06 11:00:00,12.9,113.1,150.0,TY
25-TC20,2025,TINO,2025-11-06 14:00:00,13.8,110.9,150.0,TY
25-TC20,2025,TINO,2025-11-06 17:00:00,13.4,111.3,155.0,TY
25-TC20,2025,TINO,2025-11-06 20:00:00,13.7,109.3,155.0,TY
25-TC20,2025,TINO,2025-11-06 23:00:00,13.5,110.1,155.0,TY
25-TC20,2025,TINO,2025-11-07 02:00:00,13.7,109.3,155.0,TY
25-TC20,2025,TINO,2025-11-07 05:00:00,13.9,108.8,150.0,TY
25-TC20,2025,TINO,2025-11-07 08:00:00,15.0,107.3,110.0,STS
25-TC20,2025,TINO,2025-11-07 11:00:00,14.7,107.6,130.0,TY
25-TC20,2025,TINO,2025-11-07 14:00:00,15.4,105.7,130.0,TY
25-TC20,2025,TINO,2025-11-07 17:00:00,15.6,105.2,85.0,TS
25-TC20,2025,TINO,2025-11-07 20:00:00,15.8,105.1,85.0,TS
25-TC20,2025,TINO,2025-11-08 02:00:00,15.5,105.6,95.0,STS
25-TC21,2025,UWAN,2025-11-08 02:00:00,12.0,133.8,140.0,TY
25-TC21,2025,UWAN,2025-11-08 08:00:00,12.5,132.5,150.0,TY
25-TC21,2025,UWAN,2025-11-08 14:00:00,13.1,130.4,165.0,TY
25-TC21,2025,UWAN,2025-11-08 20:00:00,13.2,128.6,155.0,TY
25-TC21,2025,UWAN,2025-11-09 02:00:00,13.6,126.9,175.0,TY
25-TC21,2025,UWAN,2025-11-09 08:00:00,14.3,124.9,185.0,STY
25-TC21,2025,UWAN,2025-11-09 11:00:00,14.4,124.1,185.0,STY
25-TC21,2025,UWAN,2025-11-09 14:00:00,15.1,123.3,195.0,STY
25-TC21,2025,UWAN,2025-11-09 17:00:00,15.0,122.8,195.0,STY
25-TC21,2025,UWAN,2025-11-09 20:00:00,15.6,121.9,195.0,STY
25-TC21,2025,UWAN,2025-11-09 23:00:00,15.9,121.2,155.0,TY
25-TC21,2025,UWAN,2025-11-10 02:00:00,16.3,120.2,140.0,TY
25-TC21,2025,UWAN,2025-11-10 05:00:00,16.5,119.8,140.0,TY
25-TC21,2025,UWAN,2025-11-10 08:00:00,17.0,119.7,140.0,TY
25-TC21,2025,UWAN,2025-11-10 11:00:00,17.4,119.1,140.0,TY
25-TC21,2025,UWAN,2025-11-10 14:00:00,17.7,118.6,130.0,TY
25-TC21,2025,UWAN,2025-11-10 17:00:00,18.1,118.4,130.0,TY
25-TC21,2025,UWAN,2025-11-10 20:00:00,18.0,118.2,140.0,TY
25-TC21,2025,UWAN,2025-11-10 23:00:00,18.4,118.2,140.0,TY
25-TC21,2025,UWAN,2025-11-11 02:00:00,18.7,118.2,130.0,TY
25-TC21,2025,UWAN,2025-11-11 05:00:00,19.2,117.8,140.0,TY
25-TC21,2025,UWAN,2025-11-11 08:00:00,19.5,118.2,130.0,TY
25-TC21,2025,UWAN,2025-11-11 11:00:00,19.5,118.0,140.0,TY
25-TC21,2025,UWAN,2025-11-11 14:00:00,20.3,118.2,110.0,STS
25-TC21,2025,UWAN,2025-11-11 17:00:00,20.4,117.8,150.0,TY
25-TC21,2025,UWAN,2025-11-11 20:00:00,20.7,118.4,110.0,STS
25-TC21,2025,UWAN,2025-11-11 23:00:00,20.5,118.2,130.0,TY
25-TC21,2025,UWAN,2025-11-12 02:00:00,21.1,118.9,95.0,STS
25-TC21,2025,UWAN,2025-11-12 05:00:00,21.8,118.5,140.0,TY
25-TC21,2025,UWAN,2025-11-12 08:00:00,21.6,119.5,85.0,TS
25-TC21,2025,UWAN,2025-11-12 11:00:00,21.8,118.6,120.0,TY
25-TC21,2025,UWAN,2025-11-12 14:00:00,22.1,120.2,85.0,TS
25-TC21,2025,UWAN,2025-11-12 17:00:00,22.9,119.5,120.0,TY
25-TC21,2025,UWAN,2025-11-12 20:00:00,22.0,120.5,65.0,TS
25-TC21,2025,UWAN,2025-11-12 23:00:00,22.8,119.5,100.0,STS
25-TC21,2025,UWAN,2025-11-13 02:00:00,22.7,121.4,55.0,TD
25-TC21,2025,UWAN,2025-11-13 05:00:00,23.9,120.8,85.0,TS
25-TC21,2025,UWAN,2025-11-13 08:00:00,24.4,123.1,,
25-TC21,2025,UWAN,2025-11-13 11:00:00,24.3,121.5,75.0,TS
25-TC21,2025,UWAN,2025-11-13 14:00:00,25.4,124.7,,
25-TC21,2025,UWAN,2025-11-13 17:00:00,24.0,122.5,65.0,TS
25-TC21,2025,UWAN,2025-11-13 20:00:00,25.2,126.3,,
25-TC21,2025,UWAN,2025-11-13 23:00:00,24.6,123.0,65.0,TS
25-TC21,2025,UWAN,2025-11-14 02:00:00,25.4,127.1,,
25-TC21,2025,UWAN,2025-11-14 05:00:00,25.1,123.7,,
25-TC21,2025,UWAN,2025-11-14 08:00:00,25.2,128.3,,
25-TC21,2025,UWAN,2025-11-14 11:00:00,25.2,124.8,,
25-TC21,2025,UWAN,2025-11-14 14:00:00,24.5,126.4,,
25-TC21,2025,UWAN,2025-11-14 17:00:00,24.9,125.9,,
25-TC21,2025,UWAN,2025-11-14 20:00:00,24.0,127.1,,
25-TC21,2025,UWAN,2025-11-14 23:00:00,25.5,127.6,,
25-TC21,2025,UWAN,2025-11-15 02:00:00,25.6,127.3,,
25-TC22,2025,VERBENA,2025-11-24 14:00:00,9.8,126.3,55.0,TD
25-TC22,2025,VERBENA,2025-11-24 17:00:00,9.7,125.8,55.0,TD
25-TC22,2025,VERBENA,2025-11-24 20:00:00,9.9,125.8,55.0,TD
25-TC22,2025,VERBENA,2025-11-24 23:00:00,9.8,124.2,45.0,TD
25-TC22,2025,VERBENA,2025-11-25 02:00:00,9.8,123.6,45.0,TD
25-TC22,2025,VERBENA,2025-11-25 05:00:00,10.0,122.9,45.0,TD
25-TC22,2025,VERBENA,2025-11-25 08:00:00,10.2,122.5,55.0,TD
25-TC22,2025,VERBENA,2025-11-25 11:00:00,10.4,121.9,55.0,TD
25-TC22,2025,VERBENA,2025-11-25 14:00:00,10.8,121.2,55.0,TD
25-TC22,2025,VERBENA,2025-11-25 17:00:00,11.0,120.7,55.0,TD
25-TC22,2025,VERBENA,2025-11-25 20:00:00,11.3,120.2,65.0,TS
25-TC22,2025,VERBENA,2025-11-25 23:00:00,11.6,119.6,65.0,TS
25-TC22,2025,VERBENA,2025-11-26 02:00:00,11.8,118.8,65.0,TS
25-TC22,2025,VERBENA,2025-11-26 05:00:00,12.0,118.2,75.0,TS
25-TC22,2025,VERBENA,2025-11-26 08:00:00,12.2,117.8,75.0,TS
25-TC22,2025,VERBENA,2025-11-26 11:00:00,12.3,117.5,85.0,TS
25-TC22,2025,VERBENA,2025-11-26 14:00:00,12.5,116.5,95.0,STS
25-TC22,2025,VERBENA,2025-11-26 17:00:00,12.5,115.7,95.0,STS
25-TC22,2025,VERBENA,2025-11-26 20:00:00,12.8,115.5,100.0,STS
25-TC22,2025,VERBENA,2025-11-26 23:00:00,12.6,115.6,95.0,STS
25-TC22,2025,VERBENA,2025-11-27 02:00:00,12.8,115.0,100.0,STS
25-TC22,2025,VERBENA,2025-11-27 05:00:00,12.5,114.5,100.0,STS
25-TC22,2025,VERBENA,2025-11-27 08:00:00,12.7,114.3,100.0,STS
25-TC22,2025,VERBENA,2025-11-27 11:00:00,12.6,114.5,100.0,STS
25-TC22,2025,VERBENA,2025-11-27 14:00:00,12.8,113.6,120.0,TY
25-TC22,2025,VERBENA,2025-11-27 17:00:00,12.3,113.5,110.0,STS
25-TC22,2025,VERBENA,2025-11-27 20:00:00,12.8,113.4,130.0,TY
25-TC22,2025,VERBENA,2025-11-27 23:00:00,12.2,113.5,110.0,STS
25-TC22,2025,VERBENA,2025-11-28 02:00:00,12.8,112.9,120.0,TY
25-TC22,2025,VERBENA,2025-11-28 05:00:00,12.0,112.8,100.0,STS
25-TC22,2025,VERBENA,2025-11-28 08:00:00,12.9,112.6,110.0,STS
25-TC22,2025,VERBENA,2025-11-28 11:00:00,12.1,112.6,100.0,STS
25-TC22,2025,VERBENA,2025-11-28 14:00:00,12.8,112.3,110.0,STS
25-TC22,2025,VERBENA,2025-11-28 17:00:00,12.1,112.1,95.0,STS
25-TC22,2025,VERBENA,2025-11-28 20:00:00,13.0,112.1,100.0,STS
25-TC22,2025,VERBENA,2025-11-28 23:00:00,12.3,112.0,95.0,STS
25-TC22,2025,VERBENA,2025-11-29 02:00:00,13.1,111.9,100.0,STS
25-TC22,2025,VERBENA,2025-11-29 05:00:00,12.6,110.7,85.0,TS
25-TC22,2025,VERBENA,2025-11-29 08:00:00,13.4,111.9,100.0,STS
25-TC22,2025,VERBENA,2025-11-29 11:00:00,12.7,111.5,85.0,TS
25-TC22,2025,VERBENA,2025-11-29 14:00:00,13.5,111.8,100.0,STS
25-TC22,2025,VERBENA,2025-11-29 17:00:00,13.1,111.2,85.0,TS
25-TC22,2025,VERBENA,2025-11-29 20:00:00,13.8,111.8,100.0,STS
25-TC22,2025,VERBENA,2025-11-29 23:00:00,13.7,111.1,85.0,TS
25-TC22,2025,VERBENA,2025-11-30 02:00:00,14.0,111.8,110.0,STS
25-TC22,2025,VERBENA,2025-11-30 05:00:00,14.4,108.5,55.0,TD
25-TC22,2025,VERBENA,2025-11-30 08:00:00,14.2,111.7,110.0,STS
25-TC22,2025,VERBENA,2025-11-30 11:00:00,14.1,110.6,65.0,TS
25-TC22,2025,VERBENA,2025-11-30 14:00:00,14.3,111.7,120.0,TY
25-TC22,2025,VERBENA,2025-11-30 17:00:00,14.3,110.3,85.0,TS
25-TC22,2025,VERBENA,2025-11-30 20:00:00,14.4,111.4,120.0,TY
25-TC22,2025,VERBENA,2025-11-30 23:00:00,15.0,110.8,85.0,TS
25-TC22,2025,VERBENA,2025-12-01 02:00:00,13.7,111.0,95.0,STS
25-TC22,2025,VERBENA,2025-12-01 08:00:00,14.0,111.1,110.0,STS
25-TC22,2025,VERBENA,2025-12-01 14:00:00,14.1,110.7,110.0,STS
25-TC22,2025,VERBENA,2025-12-01 20:00:00,13.9,110.1,110.0,STS
25-TC22,2025,VERBENA,2025-12-02 02:00:00,13.3,110.2,95.0,STS
25-TC22,2025,VERBENA,2025-12-02 08:00:00,13.7,109.5,75.0,TS
25-TC22,2025,VERBENA,2025-12-02 14:00:00,14.2,109.2,75.0,TS
25-TC22,2025,VERBENA,2025-12-02 20:00:00,13.9,108.7,75.0,TS
25-TC23,2025,WILMA,2025-12-04 20:00:00,11.7,128.4,45.0,TD
25-TC23,2025,WILMA,2025-12-05 02:00:00,11.6,128.2,45.0,TD
25-TC23,2025,WILMA,2025-12-05 08:00:00,11.4,127.2,55.0,TD
25-TC23,2025,WILMA,2025-12-05 14:00:00,11.3,126.7,55.0,TD
25-TC23,2025,WILMA,2025-12-05 17:00:00,11.1,126.3,55.0,TD
25-TC23,2025,WILMA,2025-12-05 20:00:00,11.3,126.3,45.0,TD
25-TC23,2025,WILMA,2025-12-05 23:00:00,11.3,126.3,45.0,TD
25-TC23,2025,WILMA,2025-12-06 02:00:00,11.5,126.5,45.0,TD
25-TC23,2025,WILMA,2025-12-06 05:00:00,11.5,126.3,45.0,TD
25-TC23,2025,WILMA,2025-12-06 08:00:00,11.6,126.0,45.0,TD
25-TC23,2025,WILMA,2025-12-06 11:00:00,11.6,125.8,45.0,TD
25-TC23,2025,WILMA,2025-12-06 14:00:00,11.5,125.0,45.0,TD
25-TC23,2025,WILMA,2025-12-06 17:00:00,11.5,124.9,45.0,TD
25-TC23,2025,WILMA,2025-12-06 20:00:00,11.9,125.4,45.0,TD
25-TC23,2025,WILMA,2025-12-06 23:00:00,11.8,125.1,45.0,TD
25-TC23,2025,WILMA,2025-12-07 02:00:00,11.9,124.7,45.0,TD
25-TC23,2025,WILMA,2025-12-07 05:00:00,12.0,124.5,45.0,TD
25-TC23,2025,WILMA,2025-12-07 08:00:00,12.1,124.4,45.0,TD
25-TC23,2025,WILMA,2025-12-07 11:00:00,12.1,124.2,45.0,TD
25-TC23,2025,WILMA,2025-12-07 14:00:00,12.0,123.2,45.0,TD
25-TC23,2025,WILMA,2025-12-07 17:00:00,11.8,122.8,45.0,TD
25-TC23,2025,WILMA,2025-12-07 20:00:00,11.7,122.2,45.0,TD
25-TC23,2025,WILMA,2025-12-07 23:00:00,11.6,121.8,45.0,TD
25-TC23,2025,WILMA,2025-12-08 02:00:00,11.6,121.2,45.0,TD
25-TC23,2025,WILMA,2025-12-08 05:00:00,11.3,120.8,,
25-TC23,2025,WILMA,2025-12-08 08:00:00,11.3,120.0,45.0,TD
25-TC23,2025,WILMA,2025-12-08 11:00:00,11.2,119.5,45.0,TD
25-TC23,2025,WILMA,2025-12-08 14:00:00,11.1,119.3,45.0,TD
25-TC23,2025,WILMA,2025-12-08 17:00:00,10.9,117.9,45.0,TD
25-TC23,2025,WILMA,2025-12-08 20:00:00,10.9,117.5,45.0,TD
25-TC23,2025,WILMA,2025-12-08 23:00:00,10.8,117.1,45.0,TD
25-TC23,2025,WILMA,2025-12-09 02:00:00,10.4,116.5,,
25-TC23,2025,WILMA,2025-12-09 05:00:00,10.5,115.8,45.0,TD
25-TC23,2025,WILMA,2025-12-09 08:00:00,10.5,115.3,45.0,TD
25-TC23,2025,WILMA,2025-12-09 11:00:00,10.4,114.9,45.0,TD
25-TC23,2025,WILMA,2025-12-09 14:00:00,9.9,113.5,45.0,TD
25-TC23,2025,WILMA,2025-12-09 17:00:00,10.0,113.3,45.0,TD
25-TC23,2025,WILMA,2025-12-09 20:00:00,10.1,112.9,45.0,TD
25-TC23,2025,WILMA,2025-12-09 23:00:00,10.1,112.6,,
25-TC23,2025,WILMA,2025-12-10 02:00:00,10.5,110.7,45.0,TD
25-TC23,2025,WILMA,2025-12-10 05:00:00,10.5,110.5,45.0,TD
25-TC23,2025,WILMA,2025-12-10 08:00:00,9.8,110.6,,
25-TC23,2025,WILMA,2025-12-10 11:00:00,9.0,110.2,,
25-TC23,2025,WILMA,2025-12-10 14:00:00,9.6,110.1,,
25-TC23,2025,WILMA,2025-12-10 17:00:00,9.7,109.9,,
25-TC23,2025,WILMA,2025-12-10 20:00:00,9.8,109.7,,
25-TC23,2025,WILMA,2025-12-10 23:00:00,9.7,108.3,45.0,TD
25-TC23,2025,WILMA,2025-12-11 02:00:00,10.7,107.9,,
25-TC23,2025,WILMA,2025-12-11 05:00:00,10.7,107.6,,
